session_id,customer_id,station_id,session_start,duration_minutes,energy_kwh,wait_time_minutes,amount_paid
8609,1709,25,2025-05-15 00:26:00,18,21.33,14,187.14
8610,1950,23,2024-06-23 22:03:00,67,60.96,8,837.4
8611,1249,8,2025-02-15 21:30:00,78,58.0,13,618.3
8612,120,36,2025-05-04 06:17:00,94,79.51,6,854.4
8613,375,34,2024-09-24 10:44:00,118,104.02,2,890.9
8614,936,29,2024-02-25 15:20:00,116,115.19,7,1282.58
8615,1192,1,2025-03-07 06:53:00,104,109.91,13,1715.4
8616,414,11,2024-02-01 00:29:00,103,80.7,12,911.05
8617,594,15,2024-08-15 00:06:00,25,17.97,12,289.76
8618,1199,12,2024-09-25 19:29:00,92,66.49,26,912.31
8619,912,27,2024-02-16 19:49:00,96,76.53,44,990.63
8620,1319,44,2024-07-14 01:06:00,38,26.28,13,244.83
8621,745,13,2024-02-10 03:58:00,50,63.95,3,860.12
8622,286,50,2024-07-18 10:08:00,33,45.53,3,679.24
8623,825,34,2024-05-13 13:27:00,117,161.41,13,1868.06
8624,855,24,2024-10-04 08:02:00,46,35.2,2,508.48
8625,441,29,2024-05-16 18:28:00,34,33.38,33,405.57
8626,1999,5,2024-03-22 02:44:00,30,26.08,14,321.46
8627,1827,20,2024-02-08 10:22:00,70,94.23,4,868.05
8628,508,5,2024-12-22 19:05:00,41,46.1,34,611.04
8629,496,38,2025-03-22 22:56:00,16,12.03,5,165.62
8630,887,32,2025-01-06 05:11:00,109,67.0,2,1051.98
8631,1318,5,2024-04-20 11:01:00,114,134.25,7,1327.61
8632,846,34,2025-01-19 18:18:00,114,130.81,19,1693.44
8633,422,28,2024-08-31 15:17:00,47,48.94,5,860.12
8634,680,29,2024-02-28 18:58:00,52,75.76,33,811.61
8635,1558,28,2024-10-03 08:30:00,30,44.76,12,377.09
8636,142,47,2024-03-30 17:05:00,71,74.54,15,663.52
8637,1200,38,2025-05-13 09:17:00,49,37.57,6,519.43
8638,437,12,2024-05-19 15:02:00,11,9.67,11,171.03
8639,1925,47,2024-12-29 08:30:00,24,17.97,1,223.01
8640,1971,6,2024-07-15 17:02:00,78,49.87,5,533.59
8641,503,40,2024-11-20 19:30:00,91,90.46,40,1599.02
8642,406,9,2025-04-26 19:36:00,82,88.79,16,1199.54
8643,1437,22,2024-11-06 18:03:00,56,58.91,29,1025.85
8644,1196,49,2024-11-27 22:19:00,75,57.38,13,932.98
8645,1399,50,2024-02-29 02:55:00,77,82.37,7,1256.47
8646,822,29,2024-01-24 22:01:00,64,44.57,13,624.85
8647,1106,17,2024-09-08 07:32:00,19,11.9,12,124.4
8648,1740,1,2025-04-21 21:28:00,31,20.57,11,172.09
8649,262,9,2024-07-20 02:25:00,41,35.92,10,388.62
8650,586,40,2024-09-16 10:39:00,12,15.36,15,176.21
8651,350,20,2024-02-01 22:00:00,19,19.17,11,158.07
8652,1213,43,2024-05-01 10:28:00,80,56.29,2,535.49
8653,967,32,2024-01-13 02:53:00,111,139.77,7,1388.7
8654,1799,34,2024-09-10 19:59:00,27,32.28,25,529.63
8655,345,39,2024-03-04 04:52:00,40,42.08,3,645.4
8656,165,42,2024-10-10 15:17:00,93,122.4,1,1937.3
8657,517,15,2025-01-20 04:24:00,31,33.57,8,339.72
8658,1965,15,2024-12-04 15:24:00,15,21.92,6,245.39
8659,971,9,2024-10-30 08:17:00,28,24.0,15,233.34
8660,284,11,2025-04-07 13:18:00,71,52.14,7,751.69
8661,450,20,2025-01-17 07:10:00,90,84.68,6,830.05
8662,308,43,2024-08-16 10:24:00,22,23.08,11,306.43
8663,626,44,2024-05-19 21:58:00,19,25.42,7,209.8
8664,1665,33,2025-02-14 22:05:00,103,135.3,2,2054.3
8665,1177,46,2025-04-24 04:18:00,103,146.17,4,1578.59
8666,1664,11,2024-11-02 13:14:00,55,73.12,15,855.87
8667,282,33,2024-12-22 16:14:00,29,18.21,7,252.88
8668,1574,17,2024-11-12 17:02:00,114,71.12,5,1003.51
8669,835,29,2024-08-12 17:23:00,116,78.26,11,895.0
8670,1578,48,2024-10-31 09:18:00,44,55.43,4,878.6
8671,1230,42,2024-08-25 07:31:00,28,27.59,6,265.85
8672,474,14,2025-05-14 08:34:00,37,28.95,11,339.27
8673,1413,29,2024-11-22 20:54:00,115,158.63,41,2127.82
8674,190,15,2025-05-11 19:12:00,19,13.23,34,149.49
8675,234,10,2025-03-16 13:16:00,54,77.99,12,970.83
8676,721,29,2024-01-18 11:30:00,23,30.8,15,275.23
8677,1275,42,2024-02-14 20:34:00,38,53.86,24,556.0
8678,810,11,2025-01-30 20:41:00,112,104.69,11,965.65
8679,687,49,2024-10-09 09:07:00,107,138.81,7,2121.99
8680,171,5,2025-04-03 07:28:00,34,45.55,4,375.16
8681,1356,41,2024-12-01 04:08:00,14,9.45,14,97.19
8682,1678,35,2024-03-30 04:40:00,65,84.32,1,1485.47
8683,813,35,2024-07-20 20:55:00,81,99.32,36,1212.9
8684,2,49,2024-09-03 00:39:00,89,131.23,9,1763.65
8685,1106,27,2025-02-14 07:59:00,86,109.58,14,1219.35
8686,880,36,2025-04-29 03:36:00,31,36.04,10,495.25
8687,1970,6,2024-02-14 00:08:00,89,128.36,9,1773.75
8688,426,34,2025-03-16 06:20:00,11,14.67,7,138.84
8689,908,24,2024-04-07 04:39:00,102,96.87,9,1596.57
8690,1525,26,2024-04-07 21:42:00,26,16.89,2,277.63
8691,1487,49,2024-01-07 12:53:00,51,66.42,6,645.38
8692,1230,45,2025-05-01 12:58:00,117,171.94,2,2795.0
8693,1355,36,2024-07-12 12:19:00,97,124.94,2,1423.01
8694,1534,25,2024-05-30 22:49:00,95,127.29,13,2032.8
8695,1240,10,2024-04-08 19:26:00,109,102.17,40,1391.0
8696,886,38,2024-01-10 01:33:00,11,6.64,14,53.33
8697,384,11,2024-08-01 01:47:00,11,14.79,9,245.34
8698,1352,13,2025-04-12 18:05:00,35,42.87,27,608.6
8699,503,8,2025-03-27 00:23:00,37,40.92,7,368.62
8700,330,40,2024-12-26 00:19:00,104,87.9,4,912.57
8701,863,8,2024-08-08 01:48:00,20,12.38,15,117.4
8702,1723,36,2024-11-15 20:13:00,101,108.93,14,1009.14
8703,1530,41,2024-02-18 01:06:00,56,71.76,0,1230.53
8704,1992,4,2025-03-11 23:38:00,72,95.55,9,1302.7
8705,1386,2,2024-05-24 21:40:00,29,35.66,14,525.34
8706,1949,30,2025-03-02 21:25:00,118,167.31,7,1510.07
8707,68,4,2024-11-04 09:21:00,35,23.42,8,220.06
8708,1874,14,2024-07-15 10:47:00,113,92.04,15,809.48
8709,1821,31,2025-02-01 22:11:00,92,111.38,0,1427.73
8710,775,10,2024-04-10 07:52:00,26,38.44,14,657.38
8711,763,3,2024-10-24 21:17:00,49,65.47,8,860.66
8712,171,32,2025-04-23 21:18:00,105,117.91,6,2113.44
8713,19,5,2024-07-22 02:27:00,101,107.18,12,1096.98
8714,64,32,2024-04-12 14:10:00,29,39.34,10,503.96
8715,1117,17,2024-09-28 07:25:00,36,41.03,14,666.46
8716,210,14,2025-02-07 16:39:00,81,88.35,0,833.67
8717,659,29,2024-10-11 16:08:00,32,47.69,6,826.16
8718,476,44,2025-03-13 10:33:00,64,46.25,8,824.01
8719,291,43,2024-03-08 07:52:00,47,66.63,4,629.1
8720,619,5,2024-01-09 03:16:00,91,77.1,4,765.07
8721,12,24,2024-07-14 12:50:00,53,67.81,14,828.08
8722,1491,49,2024-07-25 03:40:00,91,66.99,3,861.47
8723,488,20,2024-03-29 03:01:00,79,69.52,6,1041.46
8724,1162,2,2024-05-07 22:06:00,65,74.37,8,884.84
8725,1940,34,2024-01-06 04:52:00,116,110.57,15,1207.38
8726,1146,23,2024-02-26 20:40:00,23,23.02,37,336.89
8727,1462,45,2024-08-06 03:09:00,45,46.91,12,807.36
8728,1130,21,2025-02-06 22:37:00,68,63.94,9,1013.32
8729,1155,11,2025-04-15 13:23:00,86,104.04,1,1022.69
8730,1954,11,2024-08-30 14:44:00,48,46.54,8,834.66
8731,1116,12,2024-06-19 22:18:00,112,98.79,12,1030.6
8732,604,29,2024-12-08 17:10:00,15,9.65,6,124.52
8733,792,33,2024-05-06 11:59:00,120,89.2,2,922.8
8734,265,44,2024-05-15 05:56:00,106,68.01,9,829.41
8735,751,15,2025-05-03 10:10:00,18,21.42,1,381.39
8736,1659,31,2024-03-09 12:50:00,73,73.66,6,1242.88
8737,1653,4,2024-03-15 23:47:00,16,12.37,8,122.57
8738,100,32,2024-08-25 18:53:00,12,15.0,15,139.53
8739,183,24,2025-03-27 06:11:00,41,43.15,9,372.1
8740,1168,40,2024-06-22 11:21:00,11,15.8,13,258.13
8741,995,8,2024-10-12 03:03:00,59,46.01,11,499.16
8742,1528,35,2024-01-28 13:24:00,67,94.01,12,1006.78
8743,1982,28,2024-03-12 20:39:00,111,134.89,12,1976.46
8744,2000,50,2024-12-30 13:20:00,18,17.26,2,160.92
8745,822,21,2025-03-21 08:58:00,70,95.0,15,795.36
8746,337,42,2024-02-03 09:07:00,56,40.88,14,506.3
8747,1642,49,2024-09-27 15:51:00,17,21.94,0,300.03
8748,699,18,2025-04-12 11:03:00,62,72.75,6,1168.13
8749,1282,31,2024-07-23 07:42:00,36,38.28,3,377.51
8750,1818,21,2025-03-01 09:41:00,34,50.07,6,615.94
8751,1974,26,2024-03-20 00:13:00,73,108.0,1,1003.8
8752,1645,3,2024-11-18 15:02:00,67,55.06,7,936.23
8753,859,35,2024-01-23 07:05:00,65,87.82,14,1084.93
8754,920,46,2024-11-06 00:17:00,59,69.6,0,587.66
8755,687,38,2025-01-23 07:47:00,18,20.26,8,278.31
8756,386,18,2024-05-17 19:45:00,87,57.49,34,509.03
8757,1265,3,2024-04-05 17:28:00,88,108.14,4,1315.53
8758,355,9,2025-04-28 10:21:00,52,52.05,9,875.03
8759,220,40,2025-04-11 08:46:00,54,80.86,1,1068.44
8760,1952,40,2024-01-20 13:24:00,13,10.52,7,112.11
8761,1193,42,2024-02-15 22:48:00,58,80.59,2,1378.7
8762,1159,14,2024-03-04 07:59:00,120,93.35,12,934.18
8763,662,12,2024-09-30 00:17:00,95,75.77,5,1167.38
8764,792,17,2024-05-22 08:52:00,57,74.4,3,896.69
8765,1199,18,2024-07-31 03:50:00,52,72.18,13,975.57
8766,672,40,2024-02-25 11:26:00,69,60.13,0,859.92
8767,1416,38,2024-05-09 18:06:00,66,78.44,11,959.78
8768,1371,47,2024-10-04 03:08:00,54,53.77,1,641.43
8769,319,45,2024-11-11 16:46:00,31,45.13,8,773.04
8770,1198,45,2024-08-12 02:19:00,70,45.24,13,582.78
8771,1247,26,2025-02-21 10:02:00,110,145.77,0,1432.28
8772,232,44,2024-10-18 23:28:00,89,89.11,13,983.27
8773,1322,29,2024-01-04 20:19:00,98,107.91,11,951.83
8774,699,26,2024-02-05 04:19:00,65,63.09,10,764.79
8775,1192,23,2024-02-02 04:54:00,57,37.61,4,489.65
8776,1290,2,2024-03-30 12:58:00,23,30.09,8,294.59
8777,312,34,2025-04-16 21:18:00,73,62.66,15,828.03
8778,1815,8,2024-04-17 13:33:00,19,21.78,0,313.93
8779,546,47,2024-07-11 07:58:00,53,64.51,1,1044.2
8780,1527,41,2024-11-28 04:59:00,110,110.57,4,1559.51
8781,915,7,2024-05-16 03:06:00,27,18.85,5,265.8
8782,1999,23,2024-09-24 16:59:00,103,108.46,2,1500.53
8783,402,26,2024-11-20 20:46:00,31,29.06,23,258.87
8784,454,45,2024-06-03 18:16:00,64,39.98,42,347.41
8785,1047,11,2024-11-15 10:57:00,26,18.14,7,243.82
8786,702,11,2024-03-09 05:59:00,88,70.08,2,778.66
8787,380,15,2024-02-10 02:23:00,49,50.71,14,725.11
8788,1785,1,2024-05-11 19:46:00,90,109.64,44,1603.37
8789,1928,43,2024-04-26 02:50:00,120,148.78,5,1215.98
8790,1354,3,2024-06-09 07:37:00,53,73.4,9,766.66
8791,1452,11,2025-04-08 16:17:00,54,73.31,2,1267.75
8792,1708,39,2024-12-06 18:13:00,78,78.96,43,1358.7
8793,554,13,2024-02-09 00:28:00,47,52.39,2,556.78
8794,1081,29,2024-07-31 08:11:00,66,52.48,0,726.82
8795,107,49,2024-02-21 17:35:00,72,47.14,13,677.41
8796,1226,48,2024-11-16 17:12:00,28,35.72,4,576.44
8797,115,6,2024-02-28 12:11:00,117,123.88,0,1099.81
8798,851,35,2025-02-11 01:59:00,69,56.42,5,967.9
8799,215,37,2024-08-25 11:40:00,92,108.29,1,1358.63
8800,308,5,2024-09-14 17:39:00,12,11.85,11,171.0
8801,1360,22,2024-08-05 11:56:00,57,46.17,0,392.53
8802,308,28,2024-12-15 15:05:00,62,41.03,4,656.81
8803,912,21,2024-04-29 21:39:00,119,132.05,10,1398.51
8804,431,44,2024-02-17 22:40:00,90,106.82,3,1747.86
8805,1106,27,2024-10-29 16:07:00,45,58.47,5,848.99
8806,237,33,2024-07-08 18:11:00,82,117.8,13,2043.65
8807,1801,19,2024-12-12 08:38:00,28,20.75,8,251.63
8808,1779,36,2024-11-15 14:25:00,90,62.26,13,981.19
8809,239,35,2024-07-09 14:02:00,105,67.67,0,1114.35
8810,322,4,2025-04-21 15:14:00,66,72.36,13,869.51
8811,736,43,2025-04-05 15:57:00,24,27.54,10,353.21
8812,1162,3,2024-04-07 08:04:00,93,75.02,13,1209.33
8813,148,30,2024-07-15 15:43:00,120,143.19,7,2074.35
8814,305,32,2024-03-28 11:53:00,85,112.09,0,1343.19
8815,392,23,2024-11-09 22:14:00,25,18.52,3,277.4
8816,153,43,2025-04-20 01:01:00,87,99.06,3,965.5
8817,1765,38,2024-09-26 05:46:00,114,96.45,13,862.23
8818,1402,6,2024-02-19 00:12:00,51,72.29,0,906.94
8819,1778,45,2024-02-13 01:57:00,85,58.06,1,1008.66
8820,520,46,2024-06-23 21:37:00,39,41.35,11,582.76
8821,1882,25,2024-04-25 16:42:00,48,42.72,10,651.81
8822,1765,26,2024-10-06 03:39:00,63,59.59,6,1008.01
8823,1480,44,2024-01-25 00:12:00,66,53.44,6,676.31
8824,1782,44,2025-05-13 11:30:00,106,141.23,2,1597.62
8825,1424,35,2025-02-28 22:00:00,103,134.92,15,2264.33
8826,1108,15,2024-04-19 13:33:00,33,31.99,9,477.53
8827,1463,20,2024-07-22 08:57:00,109,147.29,11,1838.5
8828,1828,15,2024-02-04 01:56:00,15,21.6,13,359.89
8829,1956,36,2024-11-07 22:28:00,49,66.81,5,851.43
8830,911,5,2024-05-19 16:38:00,18,13.65,11,156.93
8831,1270,7,2024-12-13 12:22:00,35,45.63,15,623.99
8832,565,29,2024-05-08 00:04:00,95,135.67,10,1833.33
8833,846,27,2024-09-26 09:59:00,83,110.77,14,1774.77
8834,739,17,2024-06-18 05:55:00,77,59.32,4,637.32
8835,1666,9,2024-04-06 01:33:00,104,117.04,2,1095.91
8836,1805,48,2024-10-24 09:12:00,88,87.65,10,1562.64
8837,220,4,2024-03-17 21:15:00,83,72.1,9,1054.76
8838,1378,45,2024-10-28 01:03:00,82,71.54,3,888.41
8839,989,47,2024-05-13 19:40:00,22,24.43,42,244.94
8840,606,37,2024-07-08 03:07:00,10,11.32,13,190.91
8841,1716,46,2024-08-19 00:43:00,112,85.05,9,1210.18
8842,151,49,2024-07-31 18:55:00,87,69.68,29,1060.18
8843,1319,36,2025-01-27 14:29:00,63,45.91,15,492.59
8844,1874,25,2024-08-13 19:13:00,10,12.25,39,116.0
8845,1915,50,2025-01-11 15:53:00,80,60.64,4,778.47
8846,1609,2,2024-12-31 01:25:00,104,110.41,8,1931.79
8847,806,19,2024-03-31 17:31:00,41,35.71,14,618.81
8848,391,44,2024-07-06 16:54:00,103,104.35,3,925.89
8849,1784,14,2024-07-06 09:46:00,88,67.08,12,851.77
8850,655,27,2025-02-10 09:19:00,38,26.9,5,459.72
8851,227,48,2024-07-10 12:04:00,35,34.23,5,348.9
8852,483,43,2025-01-06 04:39:00,100,63.08,9,1123.32
8853,8,34,2025-05-12 09:24:00,97,138.8,14,2463.46
8854,69,31,2024-03-09 09:52:00,109,117.26,1,1826.95
8855,223,33,2024-09-01 19:39:00,87,90.04,41,1556.43
8856,1882,2,2024-10-03 08:35:00,20,17.74,5,228.89
8857,1427,7,2024-02-07 11:47:00,30,31.32,0,396.44
8858,1501,14,2025-05-10 13:05:00,118,176.95,7,1747.1
8859,623,4,2025-02-13 12:53:00,41,53.19,5,528.69
8860,353,42,2024-09-16 03:41:00,117,145.13,14,1978.12
8861,1918,6,2025-02-13 03:50:00,20,15.82,15,162.79
8862,862,25,2024-02-16 19:45:00,61,61.72,17,850.74
8863,1208,28,2025-02-06 19:28:00,77,50.86,21,610.92
8864,1003,7,2025-01-22 08:04:00,65,85.51,5,1032.1
8865,1413,24,2024-10-24 15:02:00,16,16.01,5,286.5
8866,1866,8,2025-02-18 04:28:00,19,22.82,4,202.0
8867,726,8,2025-01-30 19:51:00,66,92.44,11,1300.39
8868,826,49,2024-03-19 14:14:00,23,30.27,15,303.71
8869,518,37,2024-11-13 04:35:00,117,97.46,13,1255.49
8870,849,48,2024-02-17 14:32:00,118,100.51,10,1105.85
8871,714,42,2024-02-27 04:01:00,62,43.11,12,565.77
8872,976,16,2024-08-28 00:06:00,44,36.94,14,474.32
8873,1859,45,2024-12-19 11:33:00,92,126.27,4,1969.0
8874,1865,32,2024-10-11 03:46:00,28,34.12,7,346.28
8875,1154,44,2024-10-15 02:37:00,72,100.71,6,1228.42
8876,862,18,2024-03-22 03:20:00,18,12.11,4,182.51
8877,801,5,2024-01-04 18:46:00,18,22.53,43,340.61
8878,982,32,2024-06-10 12:42:00,54,41.69,6,740.64
8879,877,46,2024-11-16 20:29:00,39,56.32,20,687.98
8880,1733,20,2024-03-23 13:42:00,63,81.53,14,824.85
8881,179,17,2025-04-18 04:52:00,35,31.72,4,407.85
8882,1257,44,2024-05-17 07:18:00,14,20.97,14,182.94
8883,1520,48,2024-07-26 04:49:00,102,105.75,13,1120.33
8884,1083,46,2025-03-17 22:19:00,76,75.3,10,891.47
8885,1987,8,2024-04-27 02:45:00,12,11.53,12,197.35
8886,91,47,2024-03-19 19:44:00,120,125.57,29,1423.4
8887,415,47,2024-06-30 13:00:00,86,97.42,2,1419.62
8888,1630,34,2024-01-08 12:35:00,19,12.4,13,176.9
8889,1773,38,2025-03-02 23:23:00,97,58.31,6,840.59
8890,1716,14,2024-12-15 04:27:00,31,45.93,15,515.51
8891,687,48,2025-03-05 20:18:00,36,26.59,21,404.16
8892,21,11,2024-09-03 17:17:00,59,85.53,5,926.49
8893,114,25,2025-04-06 22:33:00,36,52.43,10,731.41
8894,531,46,2024-07-01 16:30:00,118,144.86,4,1468.37
8895,38,31,2024-11-22 02:02:00,105,94.02,9,791.17
8896,46,27,2024-08-18 09:06:00,57,61.12,15,862.06
8897,1380,9,2024-05-26 23:01:00,91,98.57,8,1612.95
8898,648,49,2025-03-12 20:53:00,92,85.82,11,1076.04
8899,1008,27,2024-05-12 09:36:00,58,67.48,5,604.52
8900,1137,8,2024-10-18 12:19:00,31,42.26,1,700.49
8901,1570,13,2024-07-24 11:18:00,105,93.55,2,1414.8
8902,1729,28,2024-01-26 01:40:00,32,39.6,4,485.9
8903,1993,22,2025-04-10 22:27:00,73,101.38,5,1236.78
8904,276,20,2024-04-27 08:57:00,101,126.85,3,2143.78
8905,1614,35,2024-12-02 02:54:00,48,51.39,1,687.18
8906,1444,25,2024-07-03 23:41:00,81,76.45,9,923.03
8907,312,43,2025-05-07 03:44:00,19,25.9,7,419.12
8908,782,35,2024-08-25 11:30:00,45,66.95,5,1142.76
8909,1463,33,2024-08-30 13:31:00,11,13.32,8,147.63
8910,972,5,2024-10-02 12:36:00,47,56.09,7,950.91
8911,107,17,2024-01-19 17:03:00,74,105.4,4,1594.76
8912,1067,49,2025-02-15 22:14:00,50,62.76,10,900.21
8913,207,19,2024-04-04 14:02:00,85,67.67,2,944.39
8914,1489,12,2025-04-20 22:04:00,29,26.16,10,269.23
8915,687,14,2024-11-17 04:46:00,46,32.54,13,395.2
8916,1428,12,2025-05-04 21:02:00,64,70.75,10,843.36
8917,1602,49,2025-04-14 01:53:00,120,153.26,0,2311.21
8918,1055,36,2024-06-18 09:04:00,18,24.31,3,349.18
8919,60,6,2024-07-02 01:09:00,110,103.21,2,1714.78
8920,687,24,2025-03-22 08:46:00,29,29.5,14,433.83
8921,187,42,2024-05-19 02:57:00,16,14.09,11,131.94
8922,1068,35,2024-08-29 13:18:00,103,101.83,0,1635.6
8923,1766,40,2024-01-13 22:43:00,42,60.29,10,576.51
8924,57,22,2024-12-26 03:47:00,104,109.38,11,1784.3
8925,1503,48,2024-07-15 08:06:00,120,93.81,4,1515.09
8926,1146,7,2024-02-24 04:10:00,36,24.12,8,327.69
8927,832,15,2024-07-31 13:32:00,14,10.61,10,123.88
8928,1886,35,2024-06-24 18:45:00,105,156.59,38,1768.28
8929,1657,12,2025-03-14 13:22:00,113,145.39,1,2360.07
8930,710,27,2024-03-12 16:44:00,47,40.2,6,675.11
8931,1638,10,2024-11-14 20:02:00,100,143.85,44,1277.5
8932,191,28,2024-01-23 22:53:00,86,126.53,5,1790.26
8933,505,37,2025-01-05 10:46:00,110,153.55,13,1368.83
8934,783,6,2024-06-15 03:00:00,108,65.5,15,692.93
8935,1301,37,2024-12-17 04:07:00,112,82.33,0,1168.72
8936,1902,40,2025-04-18 16:49:00,59,37.33,15,472.88
8937,1402,21,2024-08-16 02:23:00,56,73.22,10,868.19
8938,1414,13,2024-10-21 21:18:00,73,71.13,13,1171.84
8939,1442,40,2024-02-02 23:18:00,116,104.8,11,1487.52
8940,1432,43,2025-01-09 00:37:00,53,37.53,0,520.33
8941,1222,40,2025-01-30 01:22:00,58,35.72,6,579.17
8942,799,26,2025-01-26 04:46:00,98,88.8,3,759.01
8943,199,24,2025-03-12 07:01:00,75,76.6,1,795.72
8944,2,11,2024-05-21 13:30:00,71,69.37,13,939.05
8945,1137,29,2025-01-09 00:27:00,47,32.0,1,570.74
8946,1276,43,2025-04-30 02:00:00,70,83.31,13,1079.26
8947,361,19,2025-01-29 16:21:00,54,38.01,14,317.72
8948,416,17,2024-04-13 09:50:00,83,56.73,2,830.52
8949,109,15,2024-11-30 20:21:00,114,118.91,12,1349.1
8950,1094,15,2024-11-30 07:59:00,92,121.08,8,1264.47
8951,999,19,2024-09-08 11:03:00,64,50.39,10,508.24
8952,1277,45,2025-04-25 05:32:00,61,76.22,12,1322.34
8953,1336,44,2025-04-13 07:16:00,96,64.51,2,1036.95
8954,281,23,2024-08-02 08:50:00,22,26.07,11,453.14
8955,884,19,2024-04-18 22:14:00,116,169.86,11,1859.89
8956,1539,47,2024-07-25 18:27:00,57,39.33,42,370.03
8957,1751,36,2024-03-31 14:09:00,53,51.18,7,878.66
8958,508,3,2024-02-01 18:51:00,91,66.71,19,719.46
8959,1587,5,2024-02-16 15:30:00,25,23.27,6,286.0
8960,1005,16,2024-02-27 22:30:00,111,95.67,5,1516.93
8961,214,22,2024-03-08 03:49:00,98,128.69,5,2083.87
8962,1528,39,2025-03-29 07:26:00,10,11.2,15,94.02
8963,390,40,2024-11-13 11:23:00,22,17.81,0,284.54
8964,1291,37,2024-10-02 13:49:00,79,84.4,13,839.35
8965,1219,19,2024-02-21 04:14:00,11,13.25,15,221.01
8966,776,49,2024-08-18 09:20:00,41,41.78,15,349.3
8967,810,17,2024-03-20 04:23:00,62,48.83,11,423.81
8968,59,13,2024-02-26 04:04:00,109,126.14,2,1387.42
8969,272,48,2024-04-08 17:59:00,20,17.61,8,150.87
8970,283,31,2024-12-31 08:06:00,53,43.96,8,432.17
8971,746,24,2024-10-17 04:55:00,27,28.33,5,502.82
8972,20,31,2024-06-03 08:05:00,95,66.02,12,636.17
8973,1690,43,2025-01-01 15:32:00,117,90.12,4,1295.55
8974,1816,19,2024-06-14 06:33:00,24,30.77,3,524.91
8975,889,28,2025-02-17 01:54:00,44,53.98,0,830.22
8976,1142,38,2025-04-10 07:47:00,64,69.62,14,586.13
8977,963,10,2024-02-08 11:44:00,21,22.68,8,328.02
8978,1816,30,2025-05-07 09:16:00,111,70.77,1,791.02
8979,1408,16,2024-11-24 02:42:00,30,21.43,13,235.55
8980,1984,12,2024-04-23 04:28:00,31,26.89,9,424.42
8981,1297,43,2024-07-02 01:56:00,38,40.03,6,442.18
8982,870,42,2024-05-23 19:37:00,51,39.01,22,371.08
8983,654,13,2025-01-07 15:30:00,92,79.71,5,763.35
8984,843,49,2024-08-14 02:24:00,46,50.3,7,784.58
8985,250,19,2024-07-02 09:46:00,96,92.56,12,777.47
8986,703,15,2024-09-14 11:57:00,55,50.32,10,898.19
8987,1208,7,2025-01-10 20:33:00,82,105.17,13,1072.45
8988,549,31,2024-08-23 21:59:00,42,35.54,11,563.53
8989,1985,36,2024-06-20 06:45:00,87,111.62,3,1031.0
8990,1769,5,2024-04-24 01:51:00,78,104.38,4,1603.81
8991,1884,6,2025-04-05 05:06:00,119,160.83,13,1449.4
8992,1881,49,2025-02-05 20:57:00,67,65.5,32,1143.39
8993,1556,37,2024-08-21 06:53:00,96,66.23,0,627.86
8994,1307,43,2024-11-03 16:40:00,114,93.9,3,885.93
8995,668,10,2024-11-30 16:06:00,10,14.93,14,161.76
8996,1748,49,2025-03-23 19:34:00,80,95.59,44,1222.76
8997,1843,1,2024-07-01 08:33:00,47,29.77,7,497.89
8998,1657,36,2025-03-26 01:03:00,79,113.69,13,1376.31
8999,1064,42,2024-02-09 10:54:00,36,41.76,12,399.08
9000,1795,16,2025-01-29 07:59:00,88,130.08,12,1399.67
9001,880,37,2024-06-27 08:36:00,97,85.34,11,1276.16
9002,1848,37,2025-04-08 04:00:00,56,48.75,11,415.07
9003,1847,14,2024-03-17 11:29:00,86,58.38,5,853.04
9004,1269,44,2024-01-30 15:57:00,71,53.18,4,619.25
9005,431,9,2024-01-21 19:39:00,93,89.68,19,1122.89
9006,1828,9,2024-06-23 01:31:00,11,7.29,1,59.23
9007,1127,19,2024-01-24 15:23:00,76,80.61,4,762.36
9008,261,44,2024-06-08 16:20:00,85,98.2,2,1271.64
9009,1798,22,2024-09-15 15:32:00,115,137.47,15,1381.91
9010,109,23,2024-04-29 17:25:00,71,105.87,12,1311.95
9011,1861,1,2024-12-12 06:55:00,71,99.43,6,1235.18
9012,1674,26,2025-04-24 15:52:00,28,30.8,1,308.89
9013,908,8,2024-12-29 18:59:00,83,92.87,35,1431.46
9014,1692,3,2024-02-15 05:12:00,53,54.85,4,963.92
9015,404,41,2024-11-11 08:57:00,88,111.37,1,1920.82
9016,451,20,2024-01-25 13:09:00,58,42.15,11,622.13
9017,812,20,2024-06-07 02:17:00,78,106.75,15,1323.88
9018,1298,19,2024-06-22 18:46:00,82,69.54,42,929.22
9019,777,33,2025-01-22 23:00:00,79,88.65,1,1228.81
9020,396,11,2024-01-11 14:38:00,59,50.54,2,644.8
9021,728,23,2025-05-06 04:52:00,52,70.27,7,984.29
9022,136,41,2024-04-03 11:20:00,27,38.45,0,654.06
9023,1555,13,2024-01-27 17:36:00,98,128.94,6,2279.16
9024,975,27,2024-01-26 21:11:00,70,102.67,15,878.96
9025,408,16,2024-03-09 03:53:00,92,83.25,6,1189.97
9026,427,3,2024-04-10 22:55:00,89,63.46,11,840.7
9027,1773,28,2024-08-26 08:14:00,90,85.15,9,1110.24
9028,1269,34,2024-09-23 07:15:00,60,43.42,3,752.26
9029,899,47,2025-04-11 10:00:00,65,93.79,1,1395.27
9030,602,46,2025-05-11 14:04:00,78,103.19,0,1521.56
9031,799,44,2024-11-15 20:44:00,54,35.9,24,317.45
9032,250,50,2024-05-21 05:36:00,62,62.2,6,981.91
